,Date,Company,Market,StatCaseVolume,StatCaseBaseVolume,StatCaseInc'lVolume,DollarSales,BaseDollars,IncrementalDollars,ACVWtdDist,AvgItemsperStore,AvgPrice/Vol,AvgWklyVolumeSalesper$MMACV,WklyTtlDistPoints,"WtdAvg%PrcRed,AnyMerch","WtdAvg%PrcRed,Feature&/orDisplay","WtdAvg%PrcRed,PrcRedOnly",WtdBasePriceperVolume,"%BaseVolume,AnyMerch","%BaseVolume,Feature&/orDisplay","%BaseVolume,PrcRedOnly",MarkdownDollars
29156,Week141,Company1,Region63,83,11,88,67,40,68,63,88,90,95,74,82,19,57,18,8,58,17,45
29157,Week142,Company1,Region63,76,98,81,70,91,73,35,93,92,95,57,13,79,2,43,83,72,82,90
29158,Week143,Company1,Region63,61,59,13,96,4,1,54,11,21,60,99,71,2,22,76,31,91,72,60
29159,Week144,Company1,Region63,88,63,64,42,88,46,45,25,18,35,21,5,90,22,23,97,93,95,46
29160,Week145,Company1,Region63,18,11,15,23,44,70,26,90,84,30,7,34,85,7,94,66,10,68,64
29161,Week146,Company1,Region63,64,83,59,13,91,70,39,40,35,7,13,41,51,31,54,62,99,98,96
29162,Week147,Company1,Region63,7,92,1,62,60,69,69,64,29,48,15,54,33,71,27,100,77,16,37
29163,Week148,Company1,Region63,67,18,91,20,49,36,59,56,53,76,35,27,50,83,93,7,93,5,42
29164,Week149,Company1,Region63,16,73,52,55,60,86,74,32,4,12,36,31,64,94,84,68,60,35,81
29165,Week150,Company1,Region63,23,48,48,60,51,19,47,8,100,58,82,58,60,85,3,76,54,17,4
29166,Week151,Company1,Region63,36,47,74,28,41,41,10,55,2,91,52,58,82,48,27,41,14,69,87
29167,Week152,Company1,Region63,33,57,4,29,88,17,79,53,18,14,33,41,54,72,28,72,38,74,41
29168,Week153,Company1,Region63,54,53,85,33,16,98,59,21,51,95,85,100,26,67,57,49,46,77,16
29169,Week154,Company1,Region63,72,86,96,83,31,54,60,19,67,1,27,93,40,98,32,28,43,88,61
29170,Week155,Company1,Region63,58,18,8,97,75,41,62,39,52,54,60,57,87,38,28,77,54,87,28
29171,Week156,Company1,Region63,47,55,57,39,40,69,15,93,17,68,27,1,95,84,98,3,63,93,28
29172,Week1,Competitor1,Region63,11,61,5,21,76,35,67,28,49,75,28,80,36,95,92,41,72,67,27
29173,Week2,Competitor1,Region63,24,62,65,88,20,74,90,74,70,10,29,12,16,90,30,17,97,4,55
29174,Week3,Competitor1,Region63,69,27,27,3,50,14,97,54,17,4,59,84,14,21,67,15,49,11,75
29175,Week4,Competitor1,Region63,56,98,81,36,71,10,41,14,38,29,51,44,40,47,52,78,91,60,55
29176,Week5,Competitor1,Region63,39,58,85,9,69,14,2,50,49,74,95,31,11,12,21,7,53,83,26
29177,Week6,Competitor1,Region63,55,52,51,42,72,48,92,49,17,29,59,22,86,76,97,92,27,91,50
29178,Week7,Competitor1,Region63,20,81,36,69,34,11,36,35,59,89,16,43,46,64,11,28,86,67,71
29179,Week8,Competitor1,Region63,68,92,68,52,37,56,25,31,3,70,75,81,52,82,39,33,45,56,50
29180,Week9,Competitor1,Region63,41,81,90,38,56,61,19,3,94,20,19,20,43,15,19,61,69,56,34
29181,Week10,Competitor1,Region63,90,18,77,36,70,27,16,17,31,8,79,84,54,4,58,25,11,95,9
29182,Week11,Competitor1,Region63,7,94,74,57,23,27,15,16,97,22,56,44,36,59,19,2,46,55,60
29183,Week12,Competitor1,Region63,69,76,83,19,46,41,57,54,88,96,2,0,32,87,23,38,21,32,59
29184,Week13,Competitor1,Region63,7,13,70,72,7,0,44,100,53,89,88,48,89,44,15,38,51,78,83
29185,Week14,Competitor1,Region63,45,55,7,44,91,93,15,26,6,23,96,95,20,97,91,51,78,38,40
29186,Week15,Competitor1,Region63,93,78,43,8,70,72,70,4,73,61,63,21,55,65,45,40,40,24,20
29187,Week16,Competitor1,Region63,4,26,18,48,86,1,36,66,59,100,41,54,19,34,75,13,31,86,19
29188,Week17,Competitor1,Region63,22,99,29,49,8,85,67,72,30,49,17,65,83,92,30,95,84,84,73
29189,Week18,Competitor1,Region63,27,61,49,91,77,16,55,95,86,80,76,43,17,31,86,82,93,6,85
29190,Week19,Competitor1,Region63,68,96,44,11,49,88,11,77,95,10,21,7,24,11,76,30,58,59,41
29191,Week20,Competitor1,Region63,2,65,30,62,50,3,72,21,68,22,77,71,79,81,29,29,64,14,21
29192,Week21,Competitor1,Region63,7,71,46,70,94,32,55,29,10,9,97,82,96,35,85,29,99,11,36
29193,Week22,Competitor1,Region63,86,27,15,67,76,65,30,5,82,84,44,51,45,98,14,72,17,88,48
29194,Week23,Competitor1,Region63,85,59,48,10,18,66,81,95,44,67,77,42,96,62,51,1,57,49,53
29195,Week24,Competitor1,Region63,100,42,20,81,75,40,90,25,34,96,70,81,92,99,23,77,26,72,79
29196,Week25,Competitor1,Region63,87,2,69,20,7,34,78,75,26,70,99,18,27,28,92,43,66,42,73
29197,Week26,Competitor1,Region63,3,72,56,58,8,10,59,51,66,62,23,94,15,97,10,80,26,52,43
29198,Week27,Competitor1,Region63,70,86,33,22,87,78,44,51,9,36,8,48,34,62,84,70,70,59,66
29199,Week28,Competitor1,Region63,71,59,1,68,26,64,15,59,16,52,20,85,74,13,14,50,94,54,51
29200,Week29,Competitor1,Region63,67,77,69,43,95,66,7,25,48,63,1,3,57,10,20,62,95,100,70
29201,Week30,Competitor1,Region63,21,27,53,98,65,43,6,32,14,33,62,51,84,39,75,32,53,79,11
29202,Week31,Competitor1,Region63,46,2,1,23,45,63,100,46,2,82,87,88,60,31,30,24,10,5,64
29203,Week32,Competitor1,Region63,44,48,33,25,93,13,91,3,22,68,84,95,74,9,98,2,38,4,74
29204,Week33,Competitor1,Region63,2,12,5,39,7,1,43,48,44,89,54,52,55,67,65,73,92,84,71
29205,Week34,Competitor1,Region63,80,47,5,47,70,98,52,23,72,45,58,16,61,55,59,73,19,94,8
29206,Week35,Competitor1,Region63,80,31,42,52,10,67,60,1,90,66,57,25,35,96,56,94,78,27,65
29207,Week36,Competitor1,Region63,0,28,64,28,63,28,53,65,4,36,79,77,32,94,58,97,29,58,81
29208,Week37,Competitor1,Region63,43,45,16,71,35,13,38,96,90,37,49,24,98,35,76,97,10,14,88
29209,Week38,Competitor1,Region63,13,4,54,25,91,66,34,24,80,30,68,5,25,17,12,78,69,83,99
29210,Week39,Competitor1,Region63,55,48,29,100,89,35,15,55,92,88,8,16,97,25,40,73,15,1,43
29211,Week40,Competitor1,Region63,55,45,40,10,91,71,87,41,87,67,20,50,46,65,5,5,72,65,52
29212,Week41,Competitor1,Region63,81,12,69,1,65,26,31,82,32,47,45,76,69,74,42,60,75,58,45
29213,Week42,Competitor1,Region63,69,25,65,18,41,80,96,98,85,49,64,35,41,1,58,16,15,48,90
29214,Week43,Competitor1,Region63,39,4,92,4,40,73,49,16,34,91,30,91,44,62,11,45,33,0,82
29215,Week44,Competitor1,Region63,18,76,78,38,49,93,51,19,70,58,43,97,66,38,99,18,69,82,14
29216,Week45,Competitor1,Region63,41,75,29,99,0,1,91,20,37,79,62,52,85,46,69,37,12,78,11
29217,Week46,Competitor1,Region63,51,45,51,47,0,93,6,69,82,30,69,86,3,28,23,42,69,10,43
29218,Week47,Competitor1,Region63,85,49,2,3,59,89,27,8,87,22,96,93,10,100,78,97,89,27,5
29219,Week48,Competitor1,Region63,91,41,34,65,22,50,50,100,98,24,18,17,85,60,43,78,43,55,42
29220,Week49,Competitor1,Region63,93,99,96,29,6,35,23,59,14,28,52,94,69,100,75,4,58,33,67
29221,Week50,Competitor1,Region63,97,93,68,40,98,80,82,91,33,95,26,92,94,52,78,64,2,52,40
29222,Week51,Competitor1,Region63,34,94,9,48,22,46,86,46,42,31,28,95,47,61,16,1,55,6,54
29223,Week52,Competitor1,Region63,86,51,48,61,15,69,30,13,11,84,24,54,0,68,21,80,79,83,58
29224,Week53,Competitor1,Region63,52,23,88,100,85,68,31,19,32,75,43,33,53,16,74,73,11,77,14
29225,Week54,Competitor1,Region63,19,1,80,90,54,62,60,28,41,80,87,96,39,81,6,17,60,68,22
29226,Week55,Competitor1,Region63,77,82,22,89,86,29,97,36,58,24,10,77,81,41,22,43,20,38,23
29227,Week56,Competitor1,Region63,3,83,9,7,65,11,69,64,5,86,77,87,39,14,65,91,34,16,63
29228,Week57,Competitor1,Region63,24,95,89,19,74,36,30,60,5,3,15,70,100,88,40,17,47,30,68
29229,Week58,Competitor1,Region63,76,70,84,28,31,97,69,33,33,31,64,74,34,41,90,83,39,30,60
29230,Week59,Competitor1,Region63,46,41,99,90,85,35,73,15,61,34,65,8,70,76,62,93,29,48,57
29231,Week60,Competitor1,Region63,89,35,19,69,85,83,3,13,54,31,40,67,65,13,31,77,71,68,100
29232,Week61,Competitor1,Region63,48,25,92,81,37,64,21,35,48,77,45,9,92,30,12,42,24,49,80
29233,Week62,Competitor1,Region63,90,44,24,34,9,29,16,98,71,24,59,47,62,38,38,91,100,49,89
29234,Week63,Competitor1,Region63,93,1,0,84,68,76,100,44,59,71,15,62,8,49,38,46,17,42,30
29235,Week64,Competitor1,Region63,92,53,4,7,94,24,64,11,18,73,50,36,49,38,61,18,75,84,75
29236,Week65,Competitor1,Region63,18,16,69,47,53,86,61,40,97,67,90,99,36,23,62,40,90,21,6
29237,Week66,Competitor1,Region63,81,44,42,53,79,11,89,96,89,73,67,75,9,82,15,65,62,32,14
29238,Week67,Competitor1,Region63,37,56,44,69,68,21,45,88,89,72,1,75,84,55,88,76,21,19,7
29239,Week68,Competitor1,Region63,97,21,97,88,12,71,68,34,20,63,71,57,50,53,41,18,20,90,24
29240,Week69,Competitor1,Region63,78,41,34,74,66,64,75,35,54,48,52,79,29,13,93,55,23,6,29
29241,Week70,Competitor1,Region63,50,16,10,59,3,43,76,21,37,94,83,100,61,97,70,57,57,19,99
29242,Week71,Competitor1,Region63,9,3,15,48,30,16,32,34,68,71,19,60,35,44,40,55,1,2,60
29243,Week72,Competitor1,Region63,95,41,12,56,95,17,34,62,59,64,34,8,27,18,11,47,22,53,85
29244,Week73,Competitor1,Region63,30,40,11,32,33,37,90,41,83,98,52,38,41,17,70,21,73,99,29
29245,Week74,Competitor1,Region63,61,46,67,75,59,47,27,42,53,21,27,23,4,69,77,71,26,36,37
29246,Week75,Competitor1,Region63,19,58,37,66,31,32,93,67,65,5,57,4,100,12,35,42,95,4,98
29247,Week76,Competitor1,Region63,50,75,63,61,54,37,6,96,33,19,75,34,17,27,48,25,60,63,81
29248,Week77,Competitor1,Region63,17,44,31,39,60,84,11,23,25,94,31,70,93,6,37,47,92,63,86
29249,Week78,Competitor1,Region63,75,2,82,6,8,43,15,96,74,22,40,41,84,85,23,81,61,13,47
29250,Week79,Competitor1,Region63,80,69,85,76,8,86,66,39,57,78,12,72,64,64,83,15,5,95,85
29251,Week80,Competitor1,Region63,4,76,71,49,98,5,71,21,19,52,10,74,24,33,98,53,3,20,68
29252,Week81,Competitor1,Region63,98,98,43,4,4,56,6,5,1,64,6,29,52,93,68,8,66,45,33
29253,Week82,Competitor1,Region63,69,31,75,87,88,12,17,100,12,86,96,79,55,72,18,10,8,53,7
29254,Week83,Competitor1,Region63,87,67,56,39,87,95,14,81,25,16,1,64,53,86,42,92,46,51,92
29255,Week84,Competitor1,Region63,43,77,40,19,12,15,28,89,9,48,6,18,97,94,57,46,29,83,95
29256,Week85,Competitor1,Region63,48,83,29,0,87,12,1,100,83,46,77,26,57,46,36,97,48,97,87
29257,Week86,Competitor1,Region63,43,85,91,98,68,99,8,93,8,97,21,54,12,89,81,1,54,36,6
29258,Week87,Competitor1,Region63,74,8,64,24,28,38,43,27,43,1,26,2,48,58,37,14,48,64,65
29259,Week88,Competitor1,Region63,40,39,39,100,30,53,98,37,56,87,69,2,21,8,99,63,82,12,27
29260,Week89,Competitor1,Region63,100,0,33,71,27,36,63,78,20,89,38,40,35,51,95,72,29,85,33
29261,Week90,Competitor1,Region63,28,65,16,87,67,6,56,42,41,27,29,70,7,27,93,80,85,79,2
29262,Week91,Competitor1,Region63,91,19,86,84,43,45,58,31,15,57,43,46,89,48,90,52,8,16,16
29263,Week92,Competitor1,Region63,90,27,19,28,90,54,6,36,63,97,33,7,69,43,0,1,81,9,62
29264,Week93,Competitor1,Region63,58,58,95,73,69,26,11,1,9,60,48,8,56,89,27,16,47,22,64
29265,Week94,Competitor1,Region63,37,98,18,93,76,83,56,28,72,5,43,92,91,75,17,100,51,64,94
29266,Week95,Competitor1,Region63,41,76,14,98,53,62,2,26,100,20,24,15,46,31,70,81,1,53,18
29267,Week96,Competitor1,Region63,31,39,12,31,46,1,11,92,15,29,30,81,26,22,51,41,95,39,26
29268,Week97,Competitor1,Region63,10,46,84,19,48,66,4,100,43,39,87,58,52,81,49,45,10,62,86
29269,Week98,Competitor1,Region63,90,26,62,52,57,0,54,100,71,30,12,86,90,31,37,98,16,15,48
29270,Week99,Competitor1,Region63,14,18,82,52,25,87,7,59,59,94,30,33,2,39,7,33,1,34,51
29271,Week100,Competitor1,Region63,98,67,20,28,0,54,68,94,70,69,14,45,18,64,25,53,98,52,13
29272,Week101,Competitor1,Region63,21,43,72,33,39,32,99,93,21,65,32,77,25,38,36,58,33,38,4
29273,Week102,Competitor1,Region63,25,34,85,85,20,96,34,42,5,44,9,47,42,27,8,99,86,15,60
29274,Week103,Competitor1,Region63,37,48,92,4,34,48,82,90,0,98,55,92,72,84,10,60,13,75,46
29275,Week104,Competitor1,Region63,23,27,5,53,10,64,51,35,66,84,81,82,5,83,70,12,65,20,82
29276,Week105,Competitor1,Region63,92,23,87,22,16,91,31,65,84,31,22,46,93,74,32,17,65,93,26
29277,Week106,Competitor1,Region63,51,98,4,71,61,61,96,8,88,49,34,86,55,83,22,87,62,91,17
29278,Week107,Competitor1,Region63,44,74,69,85,61,36,75,30,40,31,90,9,83,0,32,22,21,38,2
29279,Week108,Competitor1,Region63,68,14,31,73,93,34,1,40,22,39,9,24,65,80,65,79,95,61,66
29280,Week109,Competitor1,Region63,60,14,74,14,4,14,41,73,68,0,9,18,26,92,52,90,43,79,60
29281,Week110,Competitor1,Region63,66,20,12,13,47,98,80,53,70,55,69,11,84,12,74,89,34,47,49
29282,Week111,Competitor1,Region63,65,40,15,8,69,43,2,1,12,78,24,100,86,1,70,55,25,29,4
29283,Week112,Competitor1,Region63,4,71,15,83,57,58,11,1,86,43,84,81,57,98,61,15,81,98,100
29284,Week113,Competitor1,Region63,58,71,33,60,68,4,67,38,71,51,80,34,80,98,33,30,65,43,56
29285,Week114,Competitor1,Region63,88,55,41,95,73,90,90,44,71,43,78,52,44,47,50,87,96,23,1
29286,Week115,Competitor1,Region63,60,66,61,27,54,73,18,78,81,35,86,67,17,88,39,68,50,42,9
29287,Week116,Competitor1,Region63,32,76,64,11,67,16,17,0,39,58,88,49,30,59,57,55,22,81,31
29288,Week117,Competitor1,Region63,74,72,55,76,77,62,58,96,28,10,6,15,46,17,42,23,47,35,89
29289,Week118,Competitor1,Region63,9,88,49,29,15,89,19,76,92,33,10,65,25,10,93,12,19,14,88
29290,Week119,Competitor1,Region63,82,46,32,82,66,40,10,48,55,82,45,98,82,91,91,91,28,89,5
29291,Week120,Competitor1,Region63,72,94,72,81,98,1,3,20,18,38,33,2,86,68,9,90,27,26,60
29292,Week121,Competitor1,Region63,50,48,84,75,14,14,92,77,100,47,30,60,71,35,70,27,47,84,60
29293,Week122,Competitor1,Region63,10,43,48,5,21,32,83,52,83,32,52,59,61,25,8,41,70,98,14
29294,Week123,Competitor1,Region63,79,90,37,24,83,30,73,95,42,19,3,96,83,99,87,12,38,79,75
29295,Week124,Competitor1,Region63,13,48,63,26,49,91,31,34,10,70,54,45,55,23,96,12,91,93,98
29296,Week125,Competitor1,Region63,80,47,87,60,91,66,0,51,90,27,81,19,72,79,18,48,14,83,22
29297,Week126,Competitor1,Region63,78,23,96,81,87,97,100,38,91,6,29,80,45,40,38,36,26,84,90
29298,Week127,Competitor1,Region63,1,19,58,29,63,7,17,57,63,9,25,69,29,38,93,10,52,3,74
29299,Week128,Competitor1,Region63,10,52,44,17,76,36,58,93,79,95,64,34,72,98,72,87,19,90,38
29300,Week129,Competitor1,Region63,47,16,2,53,27,62,46,88,49,18,52,96,28,14,47,43,20,93,43
29301,Week130,Competitor1,Region63,79,66,51,26,2,72,100,79,79,89,75,32,44,61,22,65,37,65,77
29302,Week131,Competitor1,Region63,73,98,11,42,28,31,88,80,66,83,91,78,3,19,30,84,58,47,76
29303,Week132,Competitor1,Region63,80,95,65,3,100,50,31,95,32,46,3,47,26,37,58,44,66,62,39
29304,Week133,Competitor1,Region63,72,23,44,95,41,66,94,42,45,77,80,87,47,70,20,28,72,92,64
29305,Week134,Competitor1,Region63,91,84,4,53,76,75,86,0,54,18,100,56,4,99,26,90,93,65,97
29306,Week135,Competitor1,Region63,80,17,20,9,18,91,27,84,57,38,97,48,8,45,6,61,23,61,78
29307,Week136,Competitor1,Region63,32,6,48,48,18,1,40,7,71,22,30,31,16,19,16,51,79,20,8
29308,Week137,Competitor1,Region63,30,72,47,51,29,90,10,26,100,47,34,56,12,30,74,89,44,5,1
29309,Week138,Competitor1,Region63,58,66,47,57,44,18,31,75,50,37,21,68,88,69,69,24,23,14,84
29310,Week139,Competitor1,Region63,21,87,1,23,41,74,24,61,6,86,94,31,29,26,86,34,15,57,92
29311,Week140,Competitor1,Region63,60,95,4,61,26,26,11,96,49,13,6,19,36,61,21,80,3,38,77
29312,Week141,Competitor1,Region63,17,26,17,63,62,83,99,95,52,28,83,69,93,82,54,84,18,35,20
29313,Week142,Competitor1,Region63,26,87,95,46,68,27,89,2,12,77,1,60,7,77,89,44,20,76,76
29314,Week143,Competitor1,Region63,5,0,3,54,72,56,62,48,57,70,8,85,71,38,100,28,99,56,24
29315,Week144,Competitor1,Region63,57,78,16,93,84,61,41,89,43,7,5,5,36,94,67,12,88,88,37
29316,Week145,Competitor1,Region63,51,89,13,68,55,54,53,73,52,79,52,36,37,47,15,12,74,83,33
29317,Week146,Competitor1,Region63,52,69,31,90,22,26,52,95,19,98,73,12,49,17,49,36,69,20,40
29318,Week147,Competitor1,Region63,26,52,66,77,53,65,87,2,98,15,72,70,1,69,89,54,95,19,49
29319,Week148,Competitor1,Region63,87,13,90,18,75,38,31,78,97,18,95,37,82,30,66,87,7,36,91
29320,Week149,Competitor1,Region63,87,37,32,23,46,2,95,57,39,19,20,56,62,35,14,40,49,67,90
29321,Week150,Competitor1,Region63,12,46,64,73,41,19,67,86,79,26,55,3,89,80,84,55,89,52,58
29322,Week151,Competitor1,Region63,21,64,13,100,77,43,73,61,35,94,80,21,7,51,62,46,5,85,69
29323,Week152,Competitor1,Region63,17,81,93,16,96,51,32,98,55,35,26,24,72,18,23,25,29,92,41
29324,Week153,Competitor1,Region63,51,32,44,3,44,31,25,24,45,67,77,23,24,75,11,43,47,7,39
29325,Week154,Competitor1,Region63,57,0,41,87,19,59,98,63,57,36,44,91,84,51,25,49,49,75,93
29326,Week155,Competitor1,Region63,60,99,86,3,17,72,58,26,91,57,67,77,19,16,62,22,2,13,68
29327,Week156,Competitor1,Region63,63,17,19,97,50,50,42,81,71,7,32,77,34,92,42,63,74,59,0
29328,Week1,Competitor2,Region63,12,20,79,39,88,13,16,94,63,31,9,22,42,17,92,65,4,8,98
29329,Week2,Competitor2,Region63,39,10,16,72,10,80,46,76,27,82,23,9,35,0,70,72,77,60,53
29330,Week3,Competitor2,Region63,37,14,60,69,65,88,19,77,65,39,27,16,6,67,9,86,33,48,58
29331,Week4,Competitor2,Region63,97,33,64,22,90,27,14,51,39,46,22,62,91,22,52,91,98,62,87
29332,Week5,Competitor2,Region63,65,45,42,48,86,15,98,98,90,57,54,22,37,31,10,20,10,49,63
29333,Week6,Competitor2,Region63,4,79,3,89,63,66,49,78,55,64,61,41,90,96,17,88,24,2,68
29334,Week7,Competitor2,Region63,81,22,10,26,1,38,9,63,61,57,53,48,95,21,40,19,79,7,100
29335,Week8,Competitor2,Region63,24,50,3,91,4,2,31,35,35,36,9,72,77,78,40,44,4,15,40
29336,Week9,Competitor2,Region63,66,7,98,56,46,87,13,70,51,96,98,35,18,100,10,79,80,64,18
29337,Week10,Competitor2,Region63,41,41,29,29,88,35,7,28,27,33,71,27,71,69,66,6,91,73,50
29338,Week11,Competitor2,Region63,13,73,24,36,19,89,43,74,56,38,92,80,71,26,24,89,56,70,34
29339,Week12,Competitor2,Region63,60,8,90,51,91,51,6,46,10,75,25,66,64,80,80,92,89,91,12
29340,Week13,Competitor2,Region63,4,10,82,43,60,56,69,60,93,41,89,66,5,28,32,16,66,46,31
29341,Week14,Competitor2,Region63,53,14,80,58,9,17,45,36,27,76,52,42,19,70,32,50,84,59,53
29342,Week15,Competitor2,Region63,57,91,29,70,11,95,73,39,99,77,77,64,10,98,69,28,32,90,52
29343,Week16,Competitor2,Region63,65,98,81,85,70,46,63,88,33,8,56,15,95,2,50,86,54,16,1
29344,Week17,Competitor2,Region63,78,88,59,35,22,84,95,69,52,9,54,64,90,37,80,95,13,36,13
29345,Week18,Competitor2,Region63,99,20,20,89,96,36,54,57,100,46,98,59,75,54,61,25,27,3,51
29346,Week19,Competitor2,Region63,50,80,91,56,65,16,56,17,63,63,26,96,54,57,45,99,6,81,33
29347,Week20,Competitor2,Region63,63,1,43,49,54,5,88,11,50,2,86,70,55,59,28,75,65,90,93
29348,Week21,Competitor2,Region63,54,79,64,62,5,13,24,42,53,17,68,99,56,24,75,98,81,74,11
29349,Week22,Competitor2,Region63,49,1,57,62,85,84,27,8,30,50,99,46,16,29,2,83,79,72,30
29350,Week23,Competitor2,Region63,68,90,84,48,63,98,40,44,95,44,84,55,67,35,20,61,75,92,59
29351,Week24,Competitor2,Region63,0,40,79,86,84,36,75,25,71,82,94,6,87,53,32,87,36,87,98
29352,Week25,Competitor2,Region63,67,2,98,46,92,38,7,96,65,31,57,57,62,28,1,10,39,26,71
29353,Week26,Competitor2,Region63,88,62,2,77,77,79,61,84,10,11,35,80,21,93,17,98,14,5,74
29354,Week27,Competitor2,Region63,59,66,94,34,82,54,5,68,77,5,64,37,84,35,68,68,22,53,72
29355,Week28,Competitor2,Region63,14,60,35,71,82,78,70,50,75,87,67,30,10,48,65,96,74,23,99
29356,Week29,Competitor2,Region63,1,51,39,99,13,74,75,55,6,61,31,67,58,78,10,41,71,19,35
29357,Week30,Competitor2,Region63,8,93,66,25,79,98,87,96,68,87,24,57,44,80,68,19,76,83,56
29358,Week31,Competitor2,Region63,87,16,99,91,10,57,58,88,100,92,72,6,10,49,49,60,25,9,58
29359,Week32,Competitor2,Region63,90,43,16,100,74,58,45,48,3,25,66,60,53,63,81,93,1,49,83
29360,Week33,Competitor2,Region63,55,25,63,19,14,23,68,26,61,82,70,66,77,1,71,69,47,8,9
29361,Week34,Competitor2,Region63,29,14,20,25,71,77,95,90,97,9,12,25,70,35,69,47,6,87,39
29362,Week35,Competitor2,Region63,68,29,93,41,52,66,60,72,96,34,88,69,29,94,3,81,14,3,2
29363,Week36,Competitor2,Region63,10,4,53,94,18,10,41,77,50,98,50,74,65,50,34,10,51,21,75
29364,Week37,Competitor2,Region63,71,90,73,97,59,73,97,24,56,36,37,89,55,39,85,25,57,72,84
29365,Week38,Competitor2,Region63,99,52,50,35,0,11,85,54,28,41,42,13,26,55,79,90,36,53,87
29366,Week39,Competitor2,Region63,10,42,53,28,49,63,8,23,72,41,17,2,77,90,17,47,90,8,40
29367,Week40,Competitor2,Region63,18,31,96,93,2,52,82,21,37,85,15,75,71,23,92,59,47,6,49
29368,Week41,Competitor2,Region63,55,81,44,54,63,9,93,58,37,77,23,9,50,28,97,16,84,14,48
29369,Week42,Competitor2,Region63,13,15,36,30,50,73,93,76,8,42,35,30,59,66,74,67,47,28,51
29370,Week43,Competitor2,Region63,74,49,20,100,80,1,59,52,91,7,64,18,55,41,95,22,18,73,86
29371,Week44,Competitor2,Region63,28,15,97,87,14,2,95,32,8,91,87,19,72,36,40,41,76,4,62
29372,Week45,Competitor2,Region63,35,34,65,51,94,37,20,0,11,97,42,18,95,93,18,34,0,40,39
29373,Week46,Competitor2,Region63,48,15,36,25,54,77,15,36,16,30,98,52,56,16,43,4,26,46,46
29374,Week47,Competitor2,Region63,67,93,95,16,79,14,62,56,18,4,33,55,28,46,63,24,4,8,66
29375,Week48,Competitor2,Region63,38,100,47,48,49,91,29,74,58,83,18,82,42,49,73,1,73,11,7
29376,Week49,Competitor2,Region63,84,85,71,17,4,99,55,51,77,99,39,86,54,7,88,37,59,39,31
29377,Week50,Competitor2,Region63,20,78,27,86,83,56,63,27,47,0,100,91,83,13,18,37,42,85,79
29378,Week51,Competitor2,Region63,9,19,49,80,59,5,61,42,29,33,95,86,57,12,37,54,99,66,98
29379,Week52,Competitor2,Region63,57,57,37,58,42,58,96,90,58,2,90,28,82,69,29,95,52,91,67
29380,Week53,Competitor2,Region63,67,4,29,57,37,68,14,74,94,6,100,91,100,14,76,69,55,35,80
29381,Week54,Competitor2,Region63,41,58,80,63,48,43,65,66,21,22,12,53,39,86,18,60,44,64,97
29382,Week55,Competitor2,Region63,60,50,32,73,70,4,47,53,93,10,66,10,90,19,60,75,20,29,27
29383,Week56,Competitor2,Region63,11,30,36,44,75,30,61,96,42,31,58,39,67,88,84,39,89,38,91
29384,Week57,Competitor2,Region63,75,37,26,67,42,79,32,99,57,57,30,56,34,67,43,30,57,55,21
29385,Week58,Competitor2,Region63,30,69,50,13,100,85,86,100,60,9,28,13,17,96,91,19,48,33,52
29386,Week59,Competitor2,Region63,6,24,87,75,58,12,82,81,56,90,4,27,46,51,42,82,29,56,99
29387,Week60,Competitor2,Region63,41,56,54,65,8,73,87,70,60,45,29,85,25,41,33,71,31,72,16
29388,Week61,Competitor2,Region63,30,2,17,41,35,31,88,91,15,7,51,42,31,42,67,10,73,100,71
29389,Week62,Competitor2,Region63,93,6,54,22,45,83,7,76,54,43,92,85,30,67,69,60,49,99,48
29390,Week63,Competitor2,Region63,100,68,3,77,28,92,64,87,43,34,17,28,70,55,54,97,58,27,65
29391,Week64,Competitor2,Region63,48,47,28,77,44,61,93,24,11,50,18,97,100,5,76,41,88,88,90
29392,Week65,Competitor2,Region63,6,28,94,30,41,98,83,58,36,24,64,45,50,95,28,31,27,43,22
29393,Week66,Competitor2,Region63,1,34,12,45,16,40,97,44,27,37,85,58,53,71,52,73,32,84,90
29394,Week67,Competitor2,Region63,22,74,59,87,3,35,41,35,24,39,76,92,58,22,96,6,57,5,70
29395,Week68,Competitor2,Region63,1,69,2,40,62,77,45,4,68,12,50,30,66,15,56,98,50,87,86
29396,Week69,Competitor2,Region63,17,63,66,63,81,63,11,75,1,8,91,3,68,8,25,19,25,36,52
29397,Week70,Competitor2,Region63,1,1,24,17,46,34,90,99,58,40,85,83,65,59,97,94,26,68,54
29398,Week71,Competitor2,Region63,39,16,56,41,69,20,82,11,61,19,9,17,71,51,47,59,97,3,49
29399,Week72,Competitor2,Region63,26,10,45,25,80,98,51,63,70,4,79,100,96,42,34,41,68,46,62
29400,Week73,Competitor2,Region63,86,100,32,70,52,92,3,33,40,98,54,58,92,11,94,73,31,72,30
29401,Week74,Competitor2,Region63,15,36,8,92,47,21,4,87,44,99,85,30,62,12,59,80,43,61,32
29402,Week75,Competitor2,Region63,9,2,5,58,78,25,64,35,35,81,15,91,50,18,79,68,57,86,23
29403,Week76,Competitor2,Region63,99,34,6,85,79,5,60,67,75,56,84,39,92,7,47,45,5,57,91
29404,Week77,Competitor2,Region63,55,98,79,56,6,12,86,56,19,10,67,9,72,55,29,27,80,67,73
29405,Week78,Competitor2,Region63,45,3,59,73,60,71,54,14,0,75,4,46,98,56,82,88,96,86,15
